,qid,question_text,target
452969,58b9e6295d0e15e0fd85,Why am I experiencing rectal bleeding without pain?,0
659256,8122ea4184709b14a4b1,When do you prune a bonsai tree and what are the types of pruning done?,0
789142,9a9cc284f296d0316d5e,What are the minimum marks required for computer science in IIT Delhi?,0
123681,183537faf0a525819a57,"How do I find out ""DP ID"", ""DP account"" and ""DP name"" In ICICI direct for IPO in Zerodha?",0
1081532,d3f15d1afeeaabecf4b8,How can I manufacture for Patanjali?,0
248874,30b2a378800ecdfd842e,Why is my Quora digest missing the second question from the email?,0
969335,bdeca9977f7ee0cc8a3e,How is to remotely work in the customer service of site123.com? How do they treat their employees? How much do they pay?,0
978628,bfb8277e9c6073c6d6bd,What are the Challenges for agriculture sector in India?,0
558759,6d7ae99acdbc16451d28,What goes through the minds of mature men who marry girl-children?,1
302320,3b326fdb1a58a629a112,"What are the functions of the malleus, and why?",0
235801,2e2133feaf5d777012ec,How many of these 'Trump achievements' are correct?,0
780728,98f02b92907289cb4207,How were the filming locations for the TV series This is Emily Yeung determined by the producers?,0
997097,c36311624e8dde80fd9e,Why does murcury say 4.8790000000000000000000 instead of 4.879?,0
52998,0a668dc8f0b6573d3a65,What are some video games you find difficult to play?,0
953163,bac4f6d35d8a3983dac7,Did ACA come at a time just when Silicon Valley was prepared to innovate on health insurance for lower income folks?,0
525249,66d32dab6aba7ce1b17c,What are some creatures that live without sunlight?,0
1004905,c4eec078359b7c81e271,Is being gay illegal in India?,0
485682,5f1dc6aafe28deb645b3,What are some interesting stories/anecdotes that can be used to introduce the importance of cross cultural communication in business?,0
17577,037199e93c2772e3b28e,Will FRM suffice to get a good find manager job?,0
920077,b44c9dd0d33c97bc609a,Which is the best place to shop to avail discount?,0
1096991,d6ff4ac35325abd1c9d1,How is Blue Bird Group taxi doing so far now that it's cooperating with GO-JEK?,0
589610,7380330faf667a9c52aa,NM College vs Symbiosis. Which is better for bcom?,0
686121,8661b1c4ece553e28f68,Can I send a birthday car to the President of North Korea?,0
1054785,ceb16064c03f4cbeeb82,How do I declacify my 3rd eye quickly?,0
685306,86395dacee1a51f00d19,What are some human body harness?,0
658697,8106c0003de43d54f788,Do 4k ultra t.v. s capable of producing eye damaging ultraviolet light?,0
993072,c299f571213bcc4160cc,How much does one glue stick in a glue gun last?,0
1294501,fdb626412270cc908225,Can I learn neurosurgery online for free?,1
442537,56b96072ea42e578a9e3,What cervical kyphosis exercises can I do at home?,0
505694,63048c44d2c3a6d3961e,What are the man-made devices that are currently in space?,0
325493,3fca594d448fe2d47c0f,I am in great financial problems should I do suicide?,0
191002,2557f909ba536562b414,How to have sex with my mom ? (Indian),1
184311,2406c88e1459bd3e87d5,How do you get rid of bumps on your skin fast?,0
429539,542e10229972f8b847ea,Are there any episodes which tells about the future content in detective conan series?,0
78327,0f550c7ae2028bcbe192,How are astronomy and cosmology different? They look the same to me.,0
668693,82f45786f0fa39839347,When you see actors driving cars in movies are they really driving?,0
262760,336da7fe9af916f9f69e,How do I trick people into thinking I am a psychopath?,0
929145,b615b3cdea49582b1bc9,Which are the best lipstick shades available in India for dusky skinned women?,0
272946,356cfe2b279bd53048b1,How did Gianni Versace created its clothing brand?,0
1177622,e6c3a4f25418a29f5a74,"What's the perfectly balanced diet to lose weight, maintain muscle and have a healthy heart/organs etc?",0
47565,0950573c7f249df71621,How do I make a better website?,0
420334,5260519c876217060383,Was Matthias (Judas' replacement) wrongly chosen (Acts 1:26)? Was Paul God's actual choice (Acts 9:15)?,0
1120313,db8af0da010347d74bb2,What would happen if a nuclear powered gun was shot?,0
1239008,f2d0a549efe2f3228f84,How is the metacentric radius defined for floating bodies?,0
1046780,cd1e26334ef83683b7a4,How can I calculate date of birth in chritian era?,0
1193492,e9e78c85876ad274f4ca,How can I attract others with my behavior and attitude?,0
554642,6cac861565d3d537f6b2,"Are there any casting calls for movies/TV series for an Italian 17-year-old completely fluent in English, as I always studied in an international context?",0
459789,5a0b6f046efd5a5c7ba3,Is the need for other people in life a boon or bane?,0
299501,3aa4c5b4ba3477fc0275,What do non Keralites think about Malayalam songs?,0
747184,925da65d0d17abf0b2d4,Is Australia good for a mechanical engineer for higher study?,0
1151178,e190998b39c68cd449c8,"What are the ""hottest"" names (aka influencers) in chatbot industry right now?",0
1134026,de422afdf3034c84d092,Why do liberals care more about a $5 increase in the price of internet than they do about the doubling of health insurance premiums for millions of families?,0
1019658,c7cec01ed5ab03a8203f,What are the top universities for physics?,0
542201,6a3ae49e2b6a186e4e0c,How popular are Accessory Dwelling Units internationally? Is it a segment of the real estate industry that one can have a career in?,0
928796,b6068be592645806cd24,Whay economic benefits do joint-stock enterprizes bring to societies and people?,0
717823,8c87811b71eed3bd1ff5,What are the best early/proto punk albums to buy to understand the roots of the genre?,0
871475,aac047751772420ce2ce,Which one is (gramatically) correct: look whom we have here or look who we have here?,0
313977,3d85c549cd89ffcb9904,How do I get rid of my fear of men?,0
1275631,f9fdac4314588da595bc,How do I fully engage in your career and stop being distracted immature?,0
601721,75dcddac3a1d562a683e,Why do other East Asians grouped Vietnamese people with Southeast Asian?,0
950333,ba39545d6e31562330bb,How can I find paid protester jobs?,0
1030780,c9fc8376100c9e7e3e27,Will liberal hate divide the gay community?,0
870115,aa7c8ac5af00c00f8ab0,What does it mean when contractions are sporadic?,0
663093,81de4e9f747c2de1a33f,What are some good English movies of all times that I can watch to refresh myself (having real feelings)?,0
1023498,c890105125467df40b93,"Is it possible that Tyrion knows that Dany and Jon are related, hence his unease?",0
881017,ac9b70b9495d19b8aebf,How do I fill the class obtained in VIT student profile if I have just written my board exam?,0
1226518,f0603ea81561dc8aacc1,Do they consider 12th standard marks for CLAT and other law entrance tests?,0
1185166,e8428b799b519bf29162,What if Rome didn't fall?,0
525889,66f48c9c3a4810ed105f,Why does my grandmother think it's weird that my mother is work 5:00 AM to 10:00 AM at the beginning of the year?,0
728075,8e8f2c834f63d586cb40,When is PR given in Australia?,0
309633,3ca71c62538a4e69e1f4,What does a cast-off blood spatter entail?,0
1240523,f31b1743377decf29534,How do I combat naturally blonde hair that's dry?,0
1122650,dbfcf3154247b4fecae3,What should I learn Ruby on Rails or Android for a job change?,0
1034781,cac5cec312d8a1079103,How did Cercei find out the Unsullied were heading to Casterly Rock?,0
773381,9780a62a3e34c31d3628,"Have you, as a popular Quoran, ever gone anonymous just so you could post a joke answer you really want to say, without affecting your reputation?",0
830266,a2b62188860e1d7d9a08,"What is a better board, NIOS or CBSE?",0
663143,81e0470fb7893ad257ba,How do I know if my smartphone GPS radio receiver stops functioning?,0
729830,8ee92365df32723e142b,"Pretending there are no dependency on each other, could WW2 era allied military defeat modern day axis military?",0
619459,794ee223558a930e66c8,How do I attract people to always want to be around me?,0
763823,95a478a24e737c45cf57,Why are there so few clocks in an airport for the passengers to see?,0
336690,41f891465a4646bd4cdd,How do I decide footing position in grid drawing?,0
547583,6b455d8f2d2a3f62dde0,What are some of the most confidential things in the world history?,0
1298188,fe6fc58189abfbe06707,What is the fees of JEE crash course?,0
1300646,feeab0b983e2694dd79e,What are some quotes for a sorority sister?,0
651956,7fb23f90085d92d6075e,Which parts of the UK still have celtic-red haired people living there?,0
1289002,fca0734a655d09806d18,How I want to be a IPS but I am just 16?,0
1088609,d555fdbaaf7e6d08289b,How do Iprove that two quadratic equation have exactly one root in common?,0
353997,4561194c486745675f78,What will be the next generational technology?,0
425543,5369d284437439cb5d9a,How can I become excellent at physics and maths after 12th?,0
679229,85069d40d86bdaafb3f1,How do I get freelancing work in web designing and development as a beginner?,0
494830,60e559e89dc4309149d7,What do you recommend for music that induces lucid dreaming?,0
871211,aab1adb3d8d3e23835db,What is the best Android DSP or system wide equalizer?,0
1273831,f9a4653d36811f8837fc,Could the 501st Legion defeat the U.S. SEALs?,0
45081,08d3ff691f6dea38d136,What are the best foods to start your baby on at six months old? Are infant cereals really the best?,0
443813,56f75f87e7d0c342e662,Which is the best institute of social media marketing?,0
331151,40e82d5ddd0e279b2dd3,What does TALEN stands for and what does it do?,0
548583,6b77ea2d9b54eb4c4d9c,"If I'm in an outside bath shower during a rain shower, would I be taking a shower or a rain shower?",0
593140,742d7722c300b6b3ffc6,What are examples of linking verbs?,0
969412,bdf0f889b7411176172d,What is the best book in physics with very hard challenge problems?,0
442332,56af623bb34ba7467e39,What makes you smart?,0
512644,6463ac57b21bc8abb4a6,How did you become a UX Manager?,0
182552,23ae096309a3ea2633dd,Has the Sri Lankan LRRP fought outside of Sri Lanka?,0
318082,3e570efedfcb0d2ee60e,What is your INMO 2017 score?,0
162520,1fc71e7f498c8817165d,How could a person maintain harmony in life?,0
1072277,d21b45a413e0a51095ca,What are some common applications for azidothymidine (AZT)?,0
156322,1e9583f72f8ff6e2f9b8,"Considering the quality of their questions, is it reasonable to conclude that Trump supporters are birds of a feather with the idiot-in-chief?",1
862744,a90be8496faaec5b6f24,Which HP tractor is best?,0
166353,20802ed468e128eea23c,In the UK is one tip enough to get someone raided? Check first comment for more detail,0
430477,545ededa899467c3b545,Which is better for bcom hons - dcac or ipcw?,0
1102479,d811be306d80ced901be,How reliable is the knowledge displayed by the people on Quora?,0
284705,37be4c61521d1e4e695d,How can I convince my parents for boxing?,0
12062,025ec2a98c9717a6f783,Why do loving husbands let their wives win?,0
521109,66038a23dcf67ae23874,How do I remove nova.rumbler.ru?,0
838013,a4388eeaeb6963cad2f7,Is Global Agents coming back revamped or is it gone for good?,0
885112,ad6a6822ed596ab5ae8a,How likely is there to be a military draft in the near future?,0
1090400,d5aed9ffe7ad4b83dec3,I've never thought that I worth a damn thing because I'm poor and not good-looking. Do you know what I'm talking about?,0
499193,61bae5c8034913e5597e,Would humans have evolved sooner had the dinosaurs not been wiped out?,0
1291220,fd11a581700c166d5677,What is the best add on course I can take up with MBA (HR)?,0
520001,65cdbf1e0545fc1eeaba,Why has God created women as slaves for men?,1
448685,57e35e6e7bde54bf0cde,"When does a human, fertilized egg cell become a person in regards to American laws?",0
469544,5bf249447106396a45d8,I kissed my wife last night. And it tasted like cum. But we haven’t had sex in months. Is that strange?,0
554086,6c9098b98ceaf4a2ad9c,What is the oldest building in the world?,0
872442,aaeea455013732de1472,Why are Jews the only ethnic group that constantly takes surveys of how many people don't like them?,1
125672,189758a6fa7aa2bfd40a,What type of people should not attend UC schools?,0
264125,33afdee783c934035dee,How do you treat a tear in the lining of the stomach?,0
995868,c326127a40f6219adc57,What do I do if I want to but can't cry every night?,0
1001586,c44a7d3f03f43081c7e7,"If you can ask a famous travel blogger one question, what would it be?",0
912961,b2e523824d5e06498e6f,What is the real problem with ICICI Bank?,0
1197388,eaae85c59bc2c52d9dfb,What is the relation between quantasome and photo system?,0
512321,64545a19ecf00f9481a7,Is there a background check to buy a upper?,0
683657,85e6583c2dc7466cd0c4,Can we eat green coffee powder directly?,0
469764,5bfc7a262f6f84d9a492,What is the link between Christian meditation and heart rhythm meditation?,0
